title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,scraped_date,url
G-13 Islamabad 25x40 House For Sale Pindi Face Seeing Is Believing,PKR 3.55 Crore,35500000,5,5,4 Marla,900.0,39444,House,False,6,"PKR3.55 CroreG-13, Islamabad554 MarlaAdded: 4 hours agoSMSCall",62,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_g-13_islamabad_25x40_house_for_sale_pindi_face_seeing_is_believing-54089744-330-1.html
G 13 House 50x90 Triple Storey Triple units with maintained Lush Green Lawn Huge parking,PKR 13.5 Crore,135000000,10,6,12 Marla,2700.0,50000,House,False,10,"PKR13.5 CroreG-13, Islamabad10612 MarlaAdded: 4 hours agoSMSCall",64,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_g_13_house_50x90_triple_storey_triple_units_with_maintained_lush_green_lawn_huge_parking-54151486-330-1.html
G 10/4 35x70 House For Sale,PKR 7.75 Crore,77500000,5,5,10 Marla,2250.0,34444,House,False,7,"PKR7.75 CroreG-10/4, G-105510 MarlaAdded: 7 minutes agoSMSCall",62,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/g_10_g-10_4_g_10_4_35x70_house_for_sale-54254226-3327-1.html
G 9/4 35x70 House With Extra Land For Sale,PKR 7.8 Crore,78000000,5,5,10 Marla,2250.0,34666,House,False,8,"PKR7.8 CroreG-9, Islamabad5510 MarlaAdded: 8 minutes agoSMSCall",63,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-9_g_9_4_35x70_house_with_extra_land_for_sale-54206059-171-1.html
25x40 Beautifull House For Sale In G-13,PKR 4 Crore,40000000,4,5,4 Marla,900.0,44444,House,False,15,"PKR4 CroreG-13, Islamabad454 MarlaAdded: 18 minutes agoSMSCall",62,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_25x40_beautifull_house_for_sale_in_g-13-54247048-330-1.html
25x40 Beautifull House For Sale In G-13,PKR 3.85 Crore,38500000,4,5,4 Marla,900.0,42777,House,False,19,"PKR3.85 CroreG-13, Islamabad454 MarlaAdded: 18 minutes agoSMSCall",65,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_25x40_beautifull_house_for_sale_in_g-13-54247050-330-1.html
25x40 Brand New House For Sale In G13,PKR 3.7 Crore,37000000,4,5,4.4 Marla,990.0000000000001,37373,House,False,16,"PKR3.7 CroreG-13, Islamabad454.4 MarlaAdded: 18 minutes agoSMSCall",66,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_25x40_brand_new_house_for_sale_in_g13-54288139-330-1.html
25x40 Brand New House For Sale In G13,PKR 4.1 Crore,41000000,4,5,4.4 Marla,990.0000000000001,41414,House,False,24,"PKR4.1 CroreG-13, Islamabad454.4 MarlaAdded: 18 minutes agoSMSCall",66,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_25x40_brand_new_house_for_sale_in_g13-54288182-330-1.html
30x60 Brand New House For Sale In G13,PKR 6.9 Crore,69000000,5,6,8 Marla,1800.0,38333,House,False,11,"PKR6.9 CroreG-13, Islamabad568 MarlaAdded: 18 minutes agoSMSCall",64,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_30x60_brand_new_house_for_sale_in_g13-54288209-330-1.html
8 Marla Double Unit Designer House For Sale in G15 Islamabad,PKR 3.3 Crore,33000000,4,5,8 Marla,1800.0,18333,House,False,24,"PKR3.3 CroreG-15, Islamabad458 MarlaAdded: 1 hour agoSMSCall",60,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-15_8_marla_double_unit_designer_house_for_sale_in_g15_islamabad-54062474-764-1.html
1 Kanal House Available For Sale In Top City 1 If You Hurry,PKR 12.95 Crore,129500000,5,6,1 Kanal,4500.0,28777,House,True,30,super hot30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_top_city_1_1_kanal_house_available_for_sale_in_top_city_1_if_you_hurry-54377777-1383-1.html
Ultra Modern architecture + Quality Mansion At Prime Location Of Dha2 House For Sale,PKR 12.5 Crore,125000000,5,6,1 Kanal,4500.0,27777,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ultra_modern_architecture_quality_mansion_at_prime_location_of_dha2_house_for_sale-52366687-339-1.html
"BRAND NEW, 5 MARLA HOUSE FOR SALE IN SECTOR F, STREET 71, DHA 5, ISLAMABAD",PKR 3.8 Crore,38000000,4,4,5 Marla,1125.0,33777,House,True,25,super hot25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_brand_new_5_marla_house_for_sale_in_sector_f_street_71_dha_5_islamabad-54496637-10991-1.html
1 Kanal Classic Designer House for Sale in DHA Phase 2 Islamabad,PKR 11.2 Crore,112000000,5,6,1 Kanal,4500.0,24888,House,True,16,super hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_classic_designer_house_for_sale_in_dha_phase_2_islamabad-54438236-339-1.html
G-13 500 Square Yard Main Location 6 Bed House Available For Sale,PKR 15 Crore,150000000,15,6,1 Kanal,4500.0,33333,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_g-13_500_square_yard_main_location_6_bed_house_available_for_sale-52112966-330-1.html
Brand New Beautiful Modern Double-Unit House for Sale D-12/3,PKR 15.75 Crore,157500000,6,6,10.9 Marla,2452.5,64220,House,True,22,super hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_d-12_brand_new_beautiful_modern_double-unit_house_for_sale_d-12_3-54512555-160-1.html
5 Kanal | Corner House | For Sale | Prime Location | F-6 Islamabad,PKR 1.35 Arab,1350000000,6,6,5 Kanal,22500.0,60000,House,True,17,super hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_f-6_5_kanal_corner_house_for_sale_prime_location_f-6_islamabad-53629770-164-1.html
5 Marla Brand New House Available For Sale In Bani Gala,PKR 1.3 Crore,13000000,3,3,5 Marla,1125.0,11555,House,True,16,super hot16VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,98,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_brand_new_house_available_for_sale_in_bani_gala-54060663-340-1.html
11 maral Alexa design double story house for sale in banigala,PKR 5.25 Crore,52500000,6,6,11 Marla,2475.0,21212,House,True,24,super hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_bani_gala_11_maral_alexa_design_double_story_house_for_sale_in_banigala-54511903-340-1.html
1 Kanal Brand New Designer House For Sale In DHA Phase 2 Sector F Islamabad,PKR 14.5 Crore,145000000,5,6,1 Kanal,4500.0,32222,House,True,26,hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_for_sale_in_dha_phase_2_sector_f_islamabad-54327976-339-1.html
1 Kanal Designer House For Sale Near To Central Park In DHA Phase 2 Islamabad,PKR 13.8 Crore,138000000,5,6,1 Kanal,4500.0,30666,House,True,34,hot34Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_designer_house_for_sale_near_to_central_park_in_dha_phase_2_islamabad-54479443-339-1.html
Brand New 10 Marla House For Sale In Soan Garden Islamabad,PKR 4.25 Crore,42500000,6,6,10 Marla,2250.0,18888,House,False,20,hot20Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_brand_new_10_marla_house_for_sale_in_soan_garden_islamabad-52200185-3498-1.html
F-8 Brand New HOUSE For Sale,PKR 44 Crore,440000000,6,6,17.8 Marla,4005.0,109862,House,False,41,hot41Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_f-8_brand_new_house_for_sale-53260038-166-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,PKR 16 Crore,160000000,5,6,1 Kanal,4500.0,35555,House,False,23,hot23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-50887304-3200-1.html
Beautiful House Available For Sale In DHA Phase 2 Islamabad,PKR 14.5 Crore,145000000,5,5,10 Marla,2250.0,64444,House,False,21,hot21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_j_beautiful_house_available_for_sale_in_dha_phase_2_islamabad-45059704-8399-1.html
7 marla house for sale,PKR 6.5 Crore,65000000,5,5,7 Marla,1575.0,41269,House,False,6,6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/g_13_g-13_3_7_marla_house_for_sale-54046776-3339-1.html
BRAND NEW 9 Marla House For Sale At 70ft Road I-14/4,PKR 4.5 Crore,45000000,7,6,9 Marla,2025.0,22222,House,False,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/i_14_i-14_4_brand_new_9_marla_house_for_sale_at_70ft_road_i-14_4-54092806-8343-1.html
E-18 Health Enclave Islamabad Brand New Nicely Built Corner House,PKR 2.15 Crore,21500000,4,4,10 Marla,2250.0,9555,House,False,33,331Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,82,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_e-18_e-18_health_enclave_islamabad_brand_new_nicely_built_corner_house-52649727-332-1.html
E-18 Health Enclave Islamabad Brand New House 200 Sq Yards,PKR 1.5 Crore,15000000,2,3,8 Marla,1800.0,8333,House,False,21,21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_e-18_e-18_health_enclave_islamabad_brand_new_house_200_sq_yards-54229339-332-1.html
E-18 Health Enclave Islamabad Brand New Corner Designer House,PKR 2.5 Crore,25000000,5,5,8 Marla,1800.0,13888,House,False,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_e-18_e-18_health_enclave_islamabad_brand_new_corner_designer_house-54255359-332-1.html
Triple Story House In Zaraj Housing Society Islamabad,PKR 6.75 Crore,67500000,8,6,10 Marla,2250.0,30000,House,True,12,12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_zaraj_housing_scheme_triple_story_house_in_zaraj_housing_society_islamabad-54488764-3508-1.html
1 Kanal Owner Built Slightly Used Double Unit House For Sale,PKR 10.9 Crore,109000000,7,6,1 Kanal,4500.0,24222,House,True,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_owner_built_slightly_used_double_unit_house_for_sale-52404124-339-1.html
1 Kanal Ultra Luxurious Designer South Face House For Sale,PKR 14.5 Crore,145000000,5,6,1 Kanal,4500.0,32222,House,True,32,32Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_ultra_luxurious_designer_south_face_house_for_sale-53041859-339-1.html
"10 Marla Park Facing House For Sale Sector C2, Bahria Enclave Islamabad",PKR 5.2 Crore,52000000,5,6,10 Marla,2250.0,23111,House,True,32,super hot321Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_10_marla_park_facing_house_for_sale_sector_c2_bahria_enclave_islamabad-52931384-11988-1.html
"14 Marla Luxury House For Sale Urban Boulevard, Sector A, Bahria Enclave Islamabad",PKR 7.1 Crore,71000000,5,6,14 Marla,3150.0,22539,House,True,48,super hot48Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_14_marla_luxury_house_for_sale_urban_boulevard_sector_a_bahria_enclave_islamabad-54028506-11970-1.html
10 Marla Owner Built House Available For Sale | Bahria Enclave Islamabad | Sector C2,PKR 5.5 Crore,55000000,4,6,10 Marla,2250.0,24444,House,True,48,super hot481Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_10_marla_owner_built_house_available_for_sale_bahria_enclave_islamabad_sector_c2-54425143-1705-1.html
Beautifully Constructed House Is Available For sale In D-12/4,PKR 6.4 Crore,64000000,4,5,5 Marla,1125.0,56888,House,True,17,super hot171Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/d_12_d-12_4_beautifully_constructed_house_is_available_for_sale_in_d-12_4-54076104-3157-1.html
Ideal House For Sale In D-12,PKR 5.4 Crore,54000000,4,5,5 Marla,1125.0,48000,House,True,12,super hot121VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_d-12_ideal_house_for_sale_in_d-12-54313029-160-1.html
5 Marla Modern House Available For Sale In Bahria Enclave Islamabad.,PKR 2.85 Crore,28500000,3,5,5 Marla,1125.0,25333,House,True,23,super hot23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_5_marla_modern_house_available_for_sale_in_bahria_enclave_islamabad-54337430-11972-1.html
Bahria Enclave Islamabad 1 Kanal Luxury Modern House Available For Sale.,PKR 12 Crore,120000000,6,6,1 Kanal,4500.0,26666,House,True,40,super hot40Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_bahria_enclave_islamabad_1_kanal_luxury_modern_house_available_for_sale-54451968-11973-1.html
Kanal Luxury House Available For Sale In Dha Phase 2 Islamabad,PKR 14.5 Crore,145000000,6,6,1 Kanal,4500.0,32222,House,True,24,super hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_kanal_luxury_house_available_for_sale_in_dha_phase_2_islamabad-50884516-3202-1.html
G-13 30x60 Brand new Double story House available for sale,PKR 6.9 Crore,69000000,5,5,7 Marla,1575.0,43809,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/islamabad_g-13_g-13_30x60_brand_new_double_story_house_available_for_sale-54510863-330-1.html
5 Marla Double story House Bahria Enclave sector H,PKR 2.75 Crore,27500000,3,4,5 Marla,1125.0,24444,House,True,12,super hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_double_story_house_bahria_enclave_sector_h-54510925-11983-1.html
"Prime Located House In F6/1 Size 444 Sq Yards For Sale  F-6/1,",PKR 23 Crore,230000000,5,6,17.8 Marla,4005.0,57428,House,True,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/f_6_f-6_1_prime_located_house_in_f6_1_size_444_sq_yards_for_sale_f-6_1-54182270-3299-1.html
Build Your Luxury Dream Home with Confidence,PKR 8.5 Crore,85000000,5,6,1 Kanal,4500.0,18888,Unknown,True,32,hot32Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_build_your_luxury_dream_home_with_confidence-54405814-339-1.html
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,PKR 12.75 Crore,127500000,7,7,1 Kanal,4500.0,28333,House,False,22,hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-53495987-3202-1.html
23 Marla Triple Storey Fully Furnished House For Sale In Dha Phase 2 Islamabad,PKR 16.5 Crore,165000000,8,7,1.2 Kanal,5400.0,30555,House,False,23,hot23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_j_23_marla_triple_storey_fully_furnished_house_for_sale_in_dha_phase_2_islamabad-51418916-8399-1.html
Looking For A Corner House In DHA Phase 3 - Block B Islamabad,PKR 8.8 Crore,88000000,5,5,1 Kanal,4500.0,19555,House,False,26,hot261VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,93,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_phase_3_dha_phase_3_-_block_b_looking_for_a_corner_house_in_dha_phase_3_-_block_b_islamabad-54112153-16227-1.html
Beautiful 4Bed House Available For Sale Location F-11,PKR 9.25 Crore,92500000,9,4,10 Marla,2250.0,41111,House,False,11,hot11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/f_11_f-11_3_beautiful_4bed_house_available_for_sale_location_f-11-54512956-3284-1.html
7 Marla Brand New House For Sale,PKR 3.6 Crore,36000000,5,6,7 Marla,1575.0,22857,House,False,13,hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_brand_new_house_for_sale-54432471-1421-1.html
23 marla corner category triple unit fully furnished house for sale at Prime location,PKR 13 Crore,130000000,8,6,1.2 Kanal,5400.0,24074,House,True,31,31Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_23_marla_corner_category_triple_unit_fully_furnished_house_for_sale_at_prime_location-52441552-339-1.html
10 Marla Brand New Solid Constructed House For Sale With Front Open,PKR 7.25 Crore,72500000,5,6,10 Marla,2250.0,32222,House,True,14,14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_brand_new_solid_constructed_house_for_sale_with_front_open-52686163-339-1.html
1 Brand New Designer House For Sale In DHA Phase 2 Sector E Islamabad,PKR 13.8 Crore,138000000,5,6,1 Kanal,4500.0,30666,House,True,29,29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_brand_new_designer_house_for_sale_in_dha_phase_2_sector_e_islamabad-54330897-339-1.html
1 Kanal Brand House For Sale In DHA Phase 2 Islamabad,PKR 12.95 Crore,129500000,5,6,1 Kanal,4500.0,28777,House,True,21,21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_house_for_sale_in_dha_phase_2_islamabad-54333323-339-1.html
