title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,listing_mode,scraped_date,url
"500 Sy, 5 Bedroom House For Sale In F8",PKR 26 Crore,260000000,26,5,1 Kanal,4500.0,57777,House,False,16,16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_500_sy_5_bedroom_house_for_sale_in_f8-54453799-166-1.html
Sector N 5 Marla House For Sale,PKR 2.65 Crore,26500000,3,4,5 Marla,1125.0,23555,House,True,24,24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_house_for_sale-54483338-11975-1.html
D 12 Brand New House Available 40*80 Facing Big Houses And Sun Facing.,PKR 14.9 Crore,149000000,7,6,14 Marla,3150.0,47301,House,False,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_d-12_d_12_brand_new_house_available_40_80_facing_big_houses_and_sun_facing-54005368-160-1.html
G 10 /2 50*90 Old House Available On Beautiful Location.,PKR 13 Crore,130000000,5,6,1 Kanal,4500.0,28888,House,False,34,34Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/g_10_g-10_2_g_10_2_50_90_old_house_available_on_beautiful_location-52410545-3325-1.html
F 10 Corner House Available 50*90 Close St,PKR 17 Crore,170000000,5,6,1 Kanal,4500.0,37777,House,False,49,49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_f-10_f_10_corner_house_available_50_90_close_st-52703617-162-1.html
Sector N 5 Marla Brand New Corner House With 2 Marla Extraland Excellent Construction Quality Sun facing House Available for Sale,PKR 3.2 Crore,32000000,4,6,7 Marla,1575.0,20317,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_brand_new_corner_house_with_2_marla_extraland_excellent_construction_quality_sun_facing_house_available_for_sale-54185105-11975-1.html
Brand New 8 Marla House With Back Open,PKR 4.4 Crore,44000000,5,6,8 Marla,1800.0,24444,House,True,32,super hot32VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,98,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_8_marla_house_with_back_open-52225427-1705-1.html
OFFER- Dead End Corner 14 Marla House On Just 10% Down Payment,PKR 8.35 Crore,83500000,6,6,14 Marla,3150.0,26507,House,True,11,super hot11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_offer-_dead_end_corner_14_marla_house_on_just_10_down_payment-50887208-1705-1.html
House In Bahria Enclave For Sale,PKR 2.85 Crore,28500000,3,4,5 Marla,1125.0,25333,House,True,12,super hot121Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_in_bahria_enclave_for_sale-48266498-1705-1.html
Multi Gardens B17 A Block 1 Kanal House Is Available For Sale,PKR 9.75 Crore,97500000,6,7,1 Kanal,4500.0,21666,House,True,42,super hot42Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_a_multi_gardens_b17_a_block_1_kanal_house_is_available_for_sale-52663250-3116-1.html
G11 20x40 House For Sale,PKR 2.95 Crore,29500000,4,3,3.6 Marla,810.0,36419,House,True,8,super hot8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_g-11_g11_20x40_house_for_sale-53031746-168-1.html
7 Marla 30*60 House For Sale In G15,PKR 3.4 Crore,34000000,5,5,7 Marla,1575.0,21587,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_g-15_7_marla_30_60_house_for_sale_in_g15-54103951-764-1.html
Sale A House In Islamabad Prime Location,PKR 5.3 Crore,53000000,5,5,6.7 Marla,1507.5,35157,House,True,7,super hot7VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,97,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/g_9_g-9_4_sale_a_house_in_islamabad_prime_location-54373803-3387-1.html
8 MARLA NEW HOUSE FOR SALE F-17 ISLAMABAD ALL FACILITY AVAILABLE CDA PPROVED SECTOR,PKR 2.95 Crore,29500000,5,6,8 Marla,1800.0,16388,House,True,29,hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/f_17_telegardens_t_t_echs_8_marla_new_house_for_sale_f-17_islamabad_all_facility_available_cda_pproved_sector-54435803-12136-1.html
5 Marla DHA Homes for Sale | 2 Bed | TV Lounge | Attached Baths | Ready to Move,PKR 90 Lakh,9000000,90,90,5 Marla,1125.0,8000,House,True,13,hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/dha_valley_dha_homes_5_marla_dha_homes_for_sale_2_bed_tv_lounge_attached_baths_ready_to_move-54471086-3226-1.html
10 Marla Double Story House For Sale,PKR 4.8 Crore,48000000,5,6,10.8 Marla,2430.0,19753,House,False,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_a_10_marla_double_story_house_for_sale-54515997-9112-1.html
1 Kanal House Available For Sale In Dha Phase 2,PKR 8.5 Crore,85000000,6,6,1 Kanal,4500.0,18888,House,False,6,hot6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_available_for_sale_in_dha_phase_2-54100049-339-1.html
House Of 5 Marla In Bani Gala Is Available,PKR 1.3 Crore,13000000,2,3,5 Marla,1125.0,11555,House,False,21,hot21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_bani_gala_house_of_5_marla_in_bani_gala_is_available-53005525-340-1.html
E 7 1244 Sq yards House Available 80*140 Close And Street.,PKR 64.9 Crore,649000000,6,6,2.5 Kanal,11250.0,57688,House,False,47,47Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_e-7_e_7_1244_sq_yards_house_available_80_140_close_and_street-52809034-343-1.html
F 8 Park Facing 1244 Square Yards House Available 80*140 Marglla Facing.,PKR 46 Crore,460000000,8,6,2.5 Kanal,11250.0,40888,House,False,49,49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_f-8_f_8_park_facing_1244_square_yards_house_available_80_140_marglla_facing-52809060-166-1.html
F 7 House Available 80*140 House Near Margla Road.,PKR 55 Crore,550000000,5,6,2.5 Kanal,11250.0,48888,House,False,47,47Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/f_7_f-7_3_f_7_house_available_80_140_house_near_margla_road-53022784-3309-1.html
F 10 Brand New House Available 81*125 1111 Square Yards Stylish And Latest Designer House.,PKR 69 Crore,690000000,10,6,2.2 Kanal,9900.0,69696,House,False,50,50Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_f-10_f_10_brand_new_house_available_81_125_1111_square_yards_stylish_and_latest_designer_house-53059629-162-1.html
F 7 Main Margla Road House Available 2000 Square Yards 100*180 With 4 Kanal Extra Land.,PKR 1.75 Arab,1750000000,8,6,8 Kanal,36000.0,48611,House,False,50,50Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/islamabad_f-7_f_7_main_margla_road_house_available_2000_square_yards_100_180_with_4_kanal_extra_land-53938009-165-1.html
F 6/2 Proper Corner House Available 2500 Square Yards Close And Street Near To Margla Road,PKR 1.4 Arab,1400000000,10,6,5 Kanal,22500.0,62222,House,False,50,50Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-24,https://www.zameen.com/Property/f_6_f-6_3_f_6_2_proper_corner_house_available_2500_square_yards_close_and_street_near_to_margla_road-54022921-3301-1.html
